390
Term TF-IDF
crippl 0.0083611282665826
warship 0.011556807763525
uss 0.0029540278645971
cole 0.00031224460953697
wa -0.071769945157524
list 0.011170400393054
afloat 0.01053368688296
yemeni 0.0087843306324435
port 0.011756996538217
investig 0.0038479037905705
tri 0.0053295608113397
plan 0.0027272190939257
appar 0.007870142755
bomb 0.005669639208872
navi 0.005669639208872
broke 0.0055852001965271
sad 0.009691368762519
news 0.0018509388536127
famili 0.006213396209661
sailor 0.0037600432282712
dead 0.0037668732172799
injur 0.011001270296073
respons 0.0034784681315705
hold 0.0046296225419497
account 0.0044909886412567
presid -0.0028878569401958
clinton -0.00065836495717029
declar 0.0054248915888826
tragedi 0.007281093740746
shock 0.0081278672968244
forc 0.0051614778083445
middl 0.0088487696599326
east 0.0087704749310567
heighten 0.0090583942037202
state -0.0062426073197949
alert 0.018257975607433
dai 0.00065545899091974
becaus 0.0017102763906587
spiral 0.013818132640555
isra 0.006378590091625
palestinian 0.0054248915888826
turmoil 0.010835694666694
consider 0.0094007823899369
anti 0.0058233892911237
american 0.0034600131944346
sentiment 0.0097960405433401
region 0.011675928606989
intent 0.0084862312516325
deter 0.010835694666694
mission 0.0067411840763682
promot 0.0091398011224755
peac 0.005114264964885
secur 0.0042400290746876
thei -0.0076029211913651
fail 0.010888781123331
utterli 0.011178082852911
rose 0.0088286194378492
garden 0.011368103294331
hour 0.0046755636684015
thursdai 0.0072440433001691
explos 0.010734645135327
aden 0.0042080283497436
yemen 0.0071719284619731
defens 0.0072564786331739
secretari 0.0038391062351433
william 0.0066055519224396
cohen 0.0051489155268509
knew 0.0071636333919478
specif 0.0070882131734701
threat 0.0041502879197696
order 0.0045181222549247
increas 0.0079658701131794
level 0.0051840407687949
world 0.0043921653162218
includ 0.0025885851932327
unit 0.0020303679490321
pentagon 0.0074529856295951
offici -0.0016217739565562
cun 0.013818132640555
slip 0.0089794925148311
suicid 0.005114264964885
bomber 0.0064645457122369
drove 0.009691368762519
boat 0.0033027759612198
guid 0.0090583942037202
missil 0.0069790859570117
destroy 0.0036768954741741
refuel 0.0077202471738977
toll 0.0060859918691444
crew 0.010827097397998
member 0.0065380745656319
kill 0.0035524464973792
work 0.0035874892071521
late 0.004283675572977
night 0.0065885991627755
notifi 0.0099051677597986
releas 0.0040918775907136
casualti 0.01959208108668
fridai 0.0022016027949342
sai -0.0011415151586251
women 0.0054640389533206
parent 0.0070149481159212
craig 0.011368103294331
wibberlei 0.012955383315885
williamsport 0.014390295592643
md 0.024081664355162
confirm 0.0052557685945447
son 0.0045872397164338
accord 0.0045045195568999
herald 0.012310987345934
mail 0.0099051677597986
hagerstown 0.016167596055617
attack 0.0031372778672939
ambul 0.011178082852911
rush 0.0074896723034484
author 0.002614420198332
cordon 0.011368103294331
area 0.0032858511303702
ship 0.0058834935214894
degre 0.0088286194378492
polic 0.0017011676685963
sourc 0.0050296334354794
elabor 0.0097960405433401
number 0.0045872397164338
peopl -0.0010047549171781
detain 0.0085511487080024
question 0.005952713820947
ani 0.0020254349132153
suspect 0.0069387833056788
depart 0.0099594397507262
issu 0.003667090098691
worldwid 0.0097960405433401
extrem 0.010019146638185
concern 0.0054055397795611
possibl 0.003269037282816
violenc 0.0044775287543692
citizen 0.0064069230049239
target 0.0064355724936371
militari 0.0066065600149051
sinc 0.0041445858276793
pull 0.0048065273406342
personnel 0.0071256459924987
januari 0.0093108046468311
outsid 0.0040803535148474
embassi 0.004057459589862
hotel 0.0059873603798424
stai 0.0043594673735963
intellig 0.0093744904985254
ha -0.0017108815118233
blame 0.0073625006595013
osama 0.0061112541677163
bin 0.003442353413925
laden 0.0034603471899728
qaida 0.014390295592643
organ 0.0048839985678047
incid 0.007281093740746
rout 0.0072021920518569
persian 0.006295422717899
gulf 0.0098632606513681
help 0.0060146426243518
catch 0.010680246918447
smuggl 0.015127941932263
violat 0.0087563864199859
embargo 0.0089794925148311
iraq 0.0073214741432284
reason 0.0057562037208827
think 0.0037600432282712
thi -0.0011816134691531
anyth 0.005669276665304
senseless 0.014390295592643
act 0.0043212914441252
terror 0.0044641391544175
adm 0.007051318974875
vern 0.0097960405433401
clark 0.025073156416924
chief 0.0035899684185955
naval 0.0052740185119008
oper 0.0033542312510937
dispatch 0.0089029464554729
expert 0.010160152848388
diplomat 0.006553483040411
site 0.0058233892911237
govern 0.0015969283814569
promis 0.0055441736802542
cooper 0.012325075857005
try 0.0029172395353455
answer 0.0074896723034484
type 0.0095908028313567
strength 0.010019146638185
rip 0.0078135023683825
foot 0.011088347360508
hole 0.0046582720306629
hull 0.0055646048844828
advanc 0.0066456163974009
deadliest 0.010835694666694
air 0.0036282393165869
barrack 0.0087563864199859
saudi 0.0042343643885465
arabia 0.0055441736802542
ali 0.0079140682995448
abdullah 0.0079658701131794
saleh 0.0063505668338502
visit 0.0033629084254123
hospit 0.0049801636843649
local 0.0056059622740466
disagre 0.011573341006314
main 0.0050971137132163
assumpt 0.012955383315885
terrorist 0.0020828231239746
vessel 0.0059873603798424
base 0.0033716150638767
norfolk 0.006295422717899
va 0.0080727231808732
arriv 0.0036378969647805
harbor 0.0094330991950568
schedul 0.006378590091625
leav 0.003881314637846
fault 0.0080727231808732
prevent 0.0070882131734701
middai 0.011573341006314
carri 0.0038286618110724
men 0.0027204447106876
craft 0.0092238775912524
tie 0.0091398011224755
moor 0.0068069338984536
line 0.0043594673735963
fuel 0.0076234819269627
facil 0.0077167322966316
proper 0.011178082852911
rule 0.003415597318303
automat 0.01053368688296
arkin 0.016167596055617
special 0.0055037932777718
affair 0.015339366446247
becam 0.0056268938397881
frequent 0.0094007823899369
decemb 0.006322846536147
polici 0.005114264964885
decis 0.0034784681315705
open 0.0017796431790477
contact 0.0083007936578386
countri 0.0019031397947219
net 0.0059632841225351
http 0.011088347360508
www 0.016045036588573
defenselink 0.015127941932263
mil 0.0092238775912524
bureau 0.0084862312516325
eastern 0.0081278672968244
page 0.0082418461752111
gov 0.0053109127104959
nea 0.017944896518591
cp 0.017944896518591
html 0.011178082852911
