849
Term TF-IDF
meanwhil 0.0031116617379988
sit 0.01127861184622
presid -0.010612619144182
clinton -0.0028730767565559
continu 0.0031625861753375
hi -0.0048663165530032
histor 0.0081110991301795
visit 0.013903190310008
vietnam 0.031086874768077
todai 0.0068375277804894
sinc 0.0028558100226058
war 0.019547161737233
apolog 0.0044518655092843
ha -0.005501421115757
promis 0.0076403806901029
era 0.0069212405929427
relat 0.0045161490630533
enemi 0.0032907149857004
world 0.0040352048841613
odolon 0.014853621817881
cussin 0.013220766268859
report 0.0027884510081281
stori 0.0051312793324984
hanoi 0.028432714455466
morn 0.0020944096786481
meet 0.0017350491202813
site 0.0026750551513996
peopl -0.003000063268606
rare 0.0034606202964714
gestur 0.004550077062805
address 0.0031736684912208
student 0.006193313992423
nation 0.0021963502945972
univers 0.011668886055131
wa -0.029305356483638
broadcast 0.006193313992423
live 0.0015171762366027
countri 0.0017484676559282
honor 0.003157858102137
american 0.0028609296378011
thi -0.0037995344767819
consciou 0.0066103831344296
histori 0.0076685367666018
deepli 0.0044518655092843
intertwin 0.0069492312763045
wai 0.0045931067288508
sourc 0.0046208646403698
pain 0.00392808951251
gener 0.0066170725052919
befor 0.0014767910365577
mention 0.0073670403565199
scar 0.0061328035017933
caus 0.0021266817330511
ago 0.0017072244491818
mostli 0.0037083180689523
talk 0.0068288977967274
futur 0.0075572340561446
repeat 0.004124855218827
familiar 0.004550077062805
global 0.0039900962657319
develop 0.0052282359225891
internet 0.0046572287450261
knowledg 0.0049061204925729
economi 0.0056145798007287
entourag 0.0069492312763045
includ 0.0035673082168224
sever 0.0013468053239672
cabinet 0.0035231760388906
member 0.0030033558075341
senat 0.0029961373632662
congress 0.0034514020106551
trade 0.0050935871267353
repres 0.0030243731960039
shirlei 0.0082432386834518
bershevski 0.0082432386834518
prais 0.0041984952152714
bilater 0.0054188626259744
deal 0.0023813614838987
sign 0.002214977420299
summer 0.004550077062805
await 0.0042371169147096
approv 0.0086367612063025
massachusett 0.0063475520963681
john 0.0039585150728066
carei 0.0082432386834518
decor 0.0074268109089407
veteran 0.0035447886874986
accompani 0.0040223683201349
cooper 0.011323391246719
vietnames 0.029260156644566
govern 0.0018339283532632
recov 0.0019908621258532
remain 0.0026723900240121
soldier 0.0041013292584754
crucial 0.004550077062805
factor 0.0043612164620097
improv 0.0030672090548624
dure 0.011119791472099
administr 0.0021332436235687
critic 0.0065202051157344
point 0.0012972388393567
mean 0.0069774880614994
centerpiec 0.0074268109089407
bring 0.0092417292807396
stronger 0.004838796094646
relationship 0.014179154749994
abl 0.004931059749852
lot 0.0021007937392716
harder 0.0054188626259744
accus 0.00237326621972
work 0.0041199081000863
repress 0.0054188626259744
secur 0.00064923884535853
advisor 0.005531124321857
sandi 0.0044056691451462
berger 0.0035892413706351
travel 0.0030104339054891
sai -0.00052437092092319
dialogu 0.0056552238691571
washington 0.0014901865316288
compromis 0.0049061204925729
ani 0.00093041179759007
comminut 0.0082432386834518
effort 0.0017118164873628
underwai 0.0056552238691571
rebuild 0.0044518655092843
normal 0.002930094388379
true 0.0038691844234939
valu 0.0042770480709825
total 0.0030672090548624
fidel 0.0063475520963681
serv 0.0011891027389408
particularli 0.0037336492882939
famili 0.0014271051364946
unaccount 0.0049775275854073
televis 0.0034795022953789
speech 0.011517704361131
indirectli 0.0066103831344296
restrict 0.004838796094646
religion 0.005531124321857
press 0.002414310661805
polit 0.0037501725562435
