345
Term TF-IDF
escal 0.013611375505091
yugoslav 0.011006627330008
crisi 0.015778803033244
presid -0.0032645339323952
slobodan 0.0053821625673853
milosev -0.0044245123046598
embattl 0.0139167683041
govern 0.0045130584693346
threaten 0.025853547404482
tuesdai 0.0065790056037826
arrest 0.015462207105846
leader 0.0031770389571387
nationwid 0.011197146163251
strike 0.027605209296288
seek 0.0066347230172124
drive 0.01538958968346
offic 0.0014718437905742
appear 0.004058225168847
spread 0.0085665460128001
dai 0.0014819072838185
protest 0.011858435122447
aim 0.0097418071957224
forc 0.0014586785110539
accept 0.0112965428116
lost 0.014034909386622
sept 0.0084665860821591
elect 0.00022676653306752
vojislav 0.0064087475346915
kostunica 0.0041521327266933
step 0.0052014578410835
ha -0.011604239819323
runoff 0.0092517308767544
sundai 0.0062742468385111
opposit 0.013757244851473
repeatedli 0.021050514853705
reject 0.015542153789648
polic 0.0057691773108917
southern 0.015240937911789
town 0.015700459055308
vranj 0.018276412932437
dispers 0.0128508993762
offici -0.00061110323000669
dozen 0.0061324861439543
thei -0.0085946065641519
promptli 0.016267290669944
sentenc 0.0043517142520504
jail 0.0084178697971841
work 0.004055422581998
stoppag 0.015092029487022
road 0.007477301549142
block 0.012817495069383
coalit 0.0079299413484327
report 0.0022873380733341
dispatch 0.010064200340969
armi 0.0048992520140562
chief 0.004058225168847
staff 0.0072105801035761
gen 0.0073743836115858
nebojsa 0.012436114322169
pavkov 0.012636093659813
kolubara 0.0098985237791145
coal 0.026839014233239
south 0.0052658727303145
belgrad 0.01369737370768
demand 0.0069957743871885
striker 0.024146645206924
return 0.0034678007735465
mark 0.0069372158152537
militari 0.0018670713085601
ani 0.0022896220758086
role 0.0073077473268765
dure 0.0027364356405253
current 0.0083228268324797
miner 0.0095931309801063
suppli 0.0077326849332298
major 0.0079056234149644
power 0.0047244441644389
plant 0.011750929458215
obrenovac 0.020285535194929
told 0.0059995959340994
gener 0.0032567504678219
remain 0.0087685377019761
presidenti 0.0034765709791017
immedi 0.0057619546323314
struck 0.0085161351643599
introduc 0.012249046144959
hour 0.0026427098995313
cut 0.011042083718515
control 0.0037144404082446
citi 0.0061505706502503
blame 0.0083228268324797
shortag 0.012249046144959
appar 0.0044483415571739
broaden 0.018276412932437
worker 0.013721518634594
kei 0.0073077473268765
copper 0.017101151749514
majdanpek 0.020285535194929
walk 0.014816570352234
job 0.0058802792541293
park 0.0068798168955546
dump 0.0128508993762
truck 0.0075840087176137
gate 0.01146083247689
unload 0.013335114114354
dirt 0.0084665860821591
rock 0.0073743836115858
build 0.0028122641217968
barricad 0.022394292326501
privat 0.0080980203561149
beta 0.011907646041607
news 0.0020923656606057
agenc 0.0056482714058002
warn 0.0057426950882194
televis 0.004281300650401
statement 0.0057235626707372
toler 0.012249046144959
violent 0.0096665159307854
behavior 0.013335114114354
disrupt 0.0139167683041
vital 0.011907646041607
institut 0.0073408739814377
live 0.0037335728257268
special 0.0062216793574811
measur 0.014485217228524
organ 0.0055210418592575
crimin 0.0054162635574711
activ 0.0066087268723348
