185
Term TF-IDF
mani 0.0065577570687351
salvadorian 0.034083040333463
epicent 0.017018173192111
quak 0.0077512931617725
surviv 0.023461577350792
correspond 0.020218449212049
mike 0.03753674721767
lanchin 0.068166080666926
ha -0.010820169561261
stori 0.011774205819706
intens 0.019096074267302
care 0.014009677810737
unit 0.0021401175678987
citi 0.0057349915522604
hospit 0.010498723442715
rare 0.03176288250491
survivor 0.020329900863069
saturdai 0.01158468774357
giant 0.047930381457179
landslid 0.014280004408438
fight 0.012622002962911
hi -0.022332447316215
life 0.0092445546570598
doctor 0.013627961231202
crowd 0.010005487380741
serheo 0.12134519526769
morrano 0.037829781850003
hour 0.024641484198332
wa -0.05883842350752
pull 0.020265358517269
aliv 0.054829630883097
mud 0.057288222801906
surgeon 0.024397854013311
edwardo 0.037829781850003
castil 0.068166080666926
sai -0.0048128747228518
believ 0.0048672181626182
young 0.024363000150134
man 0.019949005077678
thi -0.0099638757398853
noth 0.012673239416719
miracl 0.048795708026623
peopl -0.0010590659937823
condit 0.009729797897215
luck 0.030336298816923
realli 0.010603011026146
dure 0.010206165361959
trap 0.039304843195901
underground 0.079768671901148
suffer 0.012471144648765
sever 0.0061807444326928
loss 0.014211144809641
blood 0.018026745924978
left 0.0063060927836059
leg 0.032737488958902
badli 0.017756419327277
damag 0.0075680415310931
pelvi 0.037829781850003
broken 0.016471707695509
accord 0.0094960142010322
dr 0.026589557300383
major 0.00737145967071
surgeri 0.023191672654856
probabl 0.01449200826332
lose 0.012936970033851
insid 0.010132679258634
hous 0.002785958328613
night 0.0069447396580607
rescu 0.038653111851068
worker 0.017059185329495
dig 0.015101713637079
site 0.012276334181288
mudslid 0.028144595529852
caus 0.0097597448181643
earthquak 0.015338160175831
feet 0.013214231084595
pin 0.025383375941927
huge 0.013879420775175
beam 0.022842815783842
breakthrough 0.022842815783842
searcher 0.027311348611866
jose 0.08549161523302
espehello 0.037829781850003
mexican 0.029130117458468
squeez 0.027311348611866
ruin 0.017626162291715
help 0.0042265056279229
set 0.004855084812057
free 0.01081782361344
lai 0.020218449212049
close 0.0057207480515144
encourag 0.01816715395959
hold 0.0097597448181643
tell 0.011518784820514
befor 0.0033886367298311
freed 0.020430453066932
ground 0.011477363886754
continu 0.0072568531428689
shock 0.017134422950062
beg 0.030336298816923
speed 0.015608842043661
oper 0.021213246290701
eventu 0.016904370980231
surfac 0.018929740977211
unconsci 0.034083040333463
veteran 0.016267705922629
natur 0.016683711550392
disast 0.012324382545705
wit 0.012673239416719
live 0.0069626087831121
harrow 0.037829781850003
ordeal 0.029130117458468
involv 0.0092994323406491
sens 0.014942719662991
hope 0.0066665866998149
pass 0.013446757490453
mammoth 0.034083040333463
salvador 0.020928806586201
possibl 0.006891484001612
rapidli 0.023191672654856
diminish 0.029130117458468
world 0.0046295796576392
san 0.011436257944131
