118
Term TF-IDF
bath 0.16674807120579
iron 0.11304908461427
work 0.029642389635367
union 0.10587711745425
tent 0.02419809250728
agre 0.019950158839909
fridai 0.0072764838137656
contract 0.057881198369398
walkout 0.079591941512823
shipbuild 0.083374035602894
feder 0.023856316300674
mediat 0.096092385187688
agreement 0.044776285009509
machinist 0.10687055019815
wa -0.026356194549373
reach 0.013914604809988
hour 0.0077265670791381
negoti 0.041081333283851
washington 0.02144353161615
elayn 0.059309403747886
tempel 0.059309403747886
concili 0.053435275099073
servic 0.010667090932808
portland 0.042818639772841
immedi 0.016846392780969
avail 0.026681034241869
job 0.017192341887073
secur 0.0046712184721135
wage 0.072719651544888
member 0.010804445256765
vote 0.011548219584802
oct 0.018190503206195
gener 0.0095218551813438
dynam 0.044125001466293
ha -0.0056546083865347
worker 0.053490665863672
build 0.016444595288473
aegi 0.042818639772841
destroy 0.012152451143457
uss 0.0097633124338379
cole 0.00017199914932121
navi 0.0046846595158053
ship 0.0048613611724171
attack 0.0017281615370687
thursdai 0.0079807256696778
yemen 0.0039506385595615
strike 0.032284058329557
aug 0.028482402394273
talk 0.012283335231825
broke 0.018459559971573
report 0.0033437781156791
progress 0.026681034241869
resum 0.029677983735459
wednesdai 0.0097388547652859
shipyard 0.041687017801447
highli 0.028482402394273
skill 0.038988257368239
fear 0.01859736099591
cross 0.024333688620386
train 0.022834275839377
weaken 0.041687017801447
valu 0.030772998409018
special 0.018190503206195
forc 0.0042647803924881
lead 0.012517362071088
layoff 0.053435275099073
compani 0.020282537764937
offer 0.016038679392797
boost 0.036944511124028
percent 0.027048004413192
rais 0.018808357196094
sought 0.025046257410306
averag 0.036944511124028
earn 0.032376744168667
annual 0.034814727833512
dai 0.0021663475123618
net 0.01970915938804
http 0.036647927716934
www 0.035353470449399
biw 0.059309403747886
com 0.027634237491248
iamaw 0.059309403747886
org 0.028940599184699
