33
Term TF-IDF
bodi 0.030290093342543
final 0.038932631416401
sailor 0.044436874515933
recov 0.051219452874224
uss 0.034911238399784
cole 0.00061502726120917
return 0.03625428081435
home 0.020756411999197
todai 0.021988867748619
plane 0.048358553344798
carri 0.045247821403583
remain 0.022917768993801
arriv 0.042993327765587
dover 0.11110015551744
air 0.0428791919233
forc 0.015249820797382
base 0.039846359845816
delawar 0.10433822972004
thi -0.013964522817263
morn 0.05388344900522
brief 0.083769792050101
ceremoni 0.08701137143047
held 0.04932944285221
afterward 0.13435031166027
kill 0.013994486201797
appar 0.046505389006818
terrorist 0.024615182374246
attack 0.0061794867083061
port 0.034736580681095
yemen 0.014126525758432
dai 0.0077463335290515
ago 0.043922229010769
