118
Term TF-IDF
navi 0.023423297579026
ha -0.0056546083865347
issu 0.012120043546521
revis 0.033921842107598
timet 0.042818639772841
event 0.019869061797399
lead 0.025034724142176
deadli 0.024754001680889
bomb 0.0046846595158053
destroy 0.024304902286914
uss 0.0097633124338379
cole 0.00051599744796363
yemeni 0.0072582392937563
port 0.019428934957222
aden 0.013907890308475
voa 0.037903995041574
pentagon 0.024632749114763
correspond 0.031698416137535
alex 0.075145089572696
belida 0.088250002932586
report 0.0033437781156791
timelin 0.041687017801447
rais 0.056425071588281
question 0.019674223645503
appar 0.026011488766525
terrorist 0.013767813870341
attack 0.005184484611206
wa -0.03953429182406
carri 0.01265405174846
sai -0.0056592065067431
blast 0.027201391455902
occur 0.022173584809972
nearli 0.017431078132553
hour 0.0077265670791381
moor 0.067492480179583
refuel 0.03827410675195
harbor 0.015588596127424
dure 0.0080005957286545
oper 0.022172037083501
origin 0.02615666641375
offici -0.0017867001216297
boat 0.021831908896199
assist 0.02127011247897
secur 0.0046712184721135
ship 0.0048613611724171
line 0.014408409116123
movement 0.027049552139663
mask 0.044125001466293
pull 0.015885980193622
asid 0.029938760503821
blew 0.027240000070613
suicid 0.01690307912123
spokesman 0.012483531382363
command 0.025656147606101
greg 0.031378582849545
smith 0.057881198369398
offer 0.016038679392797
explan 0.037572544786348
circumst 0.02870840448819
matter 0.0213658714218
crimin 0.01583568582481
investig 0.004239216040459
howev 0.017192341887073
remain 0.0064092065830122
firm 0.028940599184699
assess 0.024898869760205
explos 0.0070957823775892
result 0.014199149687391
accid 0.026502615519853
tabl 0.032737418867131
confirm 0.017370760609088
underwai 0.040688856482325
singl 0.023305206781366
approach 0.023676415447963
suspicion 0.028047713458785
arm 0.01520765216249
guard 0.0159365748291
post 0.019098114524469
heighten 0.029938760503821
alert 0.020114718889545
statu 0.033114128719426
requir 0.020897543636418
visit 0.011114697338227
news 0.0061175097704149
